Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_2404,3.11,56.13,Pass,1,56.64
Student_2405,6.77,99.92,Pass,1,100.0
Student_2406,6.06,44.3,Pass,1,77.67
Student_2407,3.65,42.61,Pass,1,59.39
Student_2408,2.18,53.04,Pass,1,56.04
Student_2409,9.88,98.26,Pass,1,100.0
Student_2410,4.54,98.75,Pass,1,100.0
Student_2411,6.88,79.3,Pass,1,100.0
Student_2412,1.41,92.81,Pass,1,64.24
Student_2413,4.86,52.84,Pass,1,69.22
Student_2414,0.28,98.32,Pass,1,58.12
Student_2415,5.05,48.57,Pass,1,73.65
Student_2416,9.64,46.07,Pass,1,100.0
Student_2417,3.84,46.73,Pass,1,56.3
Student_2418,0.39,74.39,Pass,1,51.13
Student_2419,0.31,86.86,Pass,1,53.22
Student_2420,3.88,62.0,Pass,1,66.6
Student_2421,1.6,98.67,Pass,1,72.25
Student_2422,0.23,66.07,Pass,1,43.8
Student_2423,7.56,49.03,Pass,1,91.85
Student_2424,4.59,67.96,Pass,1,75.68
Student_2425,2.89,80.74,Pass,1,75.8
Student_2426,9.0,89.93,Pass,1,100.0
Student_2427,1.16,67.53,Pass,1,46.52
Student_2428,9.56,75.62,Pass,1,100.0
Student_2429,3.14,56.04,Pass,1,63.66
Student_2430,8.88,78.75,Pass,1,100.0
Student_2431,6.03,99.16,Pass,1,100.0
Student_2432,8.27,42.94,Pass,1,97.15
Student_2433,9.84,93.19,Pass,1,100.0
Student_2434,2.88,73.74,Pass,1,60.41
Student_2435,9.61,55.13,Pass,1,100.0
Student_2436,3.89,97.29,Pass,1,91.03
Student_2437,3.86,69.0,Pass,1,70.97
Student_2438,3.4,59.9,Pass,1,70.51
Student_2439,5.41,50.89,Pass,1,61.38
Student_2440,1.54,54.67,Pass,1,50.72
Student_2441,5.54,89.97,Pass,1,100.0
Student_2442,5.42,76.86,Pass,1,91.76
Student_2443,7.62,94.79,Pass,1,100.0
Student_2444,8.34,53.92,Pass,1,100.0
Student_2445,4.4,47.27,Pass,1,58.43
Student_2446,3.02,40.37,Pass,1,45.84
Student_2447,2.59,70.47,Pass,1,62.15
Student_2448,1.95,99.9,Pass,1,77.58
Student_2449,0.58,81.7,Pass,1,56.86
Student_2450,3.42,58.5,Pass,1,66.92
Student_2451,2.7,92.61,Pass,1,81.25
Student_2452,9.66,86.9,Pass,1,100.0
Student_2453,5.58,40.92,Pass,1,71.27
Student_2454,3.47,89.01,Pass,1,75.71
Student_2455,5.8,58.03,Pass,1,77.46
Student_2456,1.39,48.98,Pass,1,44.99
Student_2457,4.44,53.58,Pass,1,71.85
Student_2458,6.26,68.11,Pass,1,94.56
Student_2459,4.89,65.49,Pass,1,75.84
Student_2460,4.02,57.33,Pass,1,71.11
Student_2461,9.94,50.33,Pass,1,100.0
Student_2462,8.8,85.73,Pass,1,100.0
Student_2463,6.23,99.41,Pass,1,100.0
Student_2464,5.69,86.67,Pass,1,100.0
Student_2465,6.21,57.76,Pass,1,76.73
Student_2466,2.01,54.69,Pass,1,57.71
Student_2467,3.95,53.06,Pass,1,61.63
Student_2468,0.39,48.2,Fail,0,30.14
Student_2469,4.76,73.08,Pass,1,82.9
Student_2470,5.43,76.32,Pass,1,85.75
Student_2471,2.28,82.33,Pass,1,67.28
Student_2472,9.64,80.81,Pass,1,100.0
Student_2473,9.09,57.54,Pass,1,100.0
Student_2474,7.22,59.82,Pass,1,96.09
Student_2475,5.33,80.89,Pass,1,86.67
Student_2476,8.7,60.97,Pass,1,100.0
Student_2477,1.31,52.76,Fail,0,35.27
Student_2478,7.91,62.46,Pass,1,98.24
Student_2479,1.25,56.33,Pass,1,50.36
Student_2480,7.94,45.3,Pass,1,86.47
Student_2481,2.76,89.81,Pass,1,72.31
Student_2482,8.77,91.19,Pass,1,100.0
Student_2483,9.44,53.19,Pass,1,100.0
Student_2484,1.49,43.89,Pass,1,49.39
Student_2485,4.63,84.33,Pass,1,86.83
Student_2486,9.81,52.69,Pass,1,100.0
Student_2487,4.83,63.61,Pass,1,81.52
Student_2488,8.64,43.85,Pass,1,100.0
Student_2489,5.89,53.58,Pass,1,80.43
Student_2490,3.75,87.57,Pass,1,81.74
Student_2491,2.86,88.26,Pass,1,85.96
Student_2492,2.03,52.43,Pass,1,47.2
Student_2493,7.62,60.15,Pass,1,94.84
Student_2494,3.87,48.05,Pass,1,56.56
Student_2495,5.11,44.45,Pass,1,58.92
Student_2496,4.92,99.53,Pass,1,100.0
Student_2497,5.77,79.34,Pass,1,82.02
Student_2498,8.66,72.53,Pass,1,100.0
Student_2499,9.81,85.93,Pass,1,100.0
Student_2500,4.08,90.4,Pass,1,98.08
Student_2501,8.28,88.4,Pass,1,100.0
Student_2502,7.65,40.99,Pass,1,81.29
Student_2503,5.74,51.21,Pass,1,75.97
Student_2504,9.56,79.29,Pass,1,100.0
Student_2505,2.0,62.55,Pass,1,50.78
Student_2506,1.09,98.95,Pass,1,67.69
Student_2507,8.54,79.92,Pass,1,100.0
Student_2508,4.39,97.39,Pass,1,95.34
Student_2509,8.47,52.09,Pass,1,87.41
Student_2510,8.93,91.84,Pass,1,100.0
Student_2511,0.62,59.28,Fail,0,37.53
Student_2512,8.83,99.37,Pass,1,100.0
Student_2513,4.48,49.46,Pass,1,74.29
Student_2514,5.1,70.98,Pass,1,81.73
Student_2515,6.27,87.57,Pass,1,100.0
Student_2516,9.26,65.96,Pass,1,100.0
Student_2517,0.19,68.09,Fail,0,37.54
Student_2518,4.77,99.18,Pass,1,100.0
Student_2519,6.88,65.52,Pass,1,96.96
Student_2520,7.23,76.24,Pass,1,100.0
Student_2521,6.93,43.27,Pass,1,84.84
Student_2522,1.34,90.53,Pass,1,66.41
Student_2523,2.99,78.89,Pass,1,70.91
Student_2524,3.59,64.24,Pass,1,60.63
Student_2525,8.04,40.97,Pass,1,87.55
Student_2526,2.79,75.5,Pass,1,70.74
Student_2527,2.11,40.76,Pass,1,40.72
Student_2528,9.57,40.07,Pass,1,100.0
Student_2529,0.09,76.97,Pass,1,48.82
Student_2530,9.98,51.34,Pass,1,100.0
Student_2531,6.77,51.51,Pass,1,78.47
Student_2532,8.28,79.2,Pass,1,100.0
Student_2533,2.95,43.22,Pass,1,46.91
Student_2534,0.14,58.8,Fail,0,38.08
Student_2535,7.38,48.97,Pass,1,84.83
Student_2536,8.34,74.81,Pass,1,100.0
Student_2537,7.4,79.71,Pass,1,100.0
Student_2538,1.43,83.27,Pass,1,62.14
Student_2539,7.53,55.31,Pass,1,89.91
Student_2540,7.69,45.35,Pass,1,88.82
Student_2541,6.59,44.72,Pass,1,86.45
Student_2542,7.66,65.57,Pass,1,100.0
Student_2543,8.46,96.75,Pass,1,100.0
Student_2544,6.14,53.06,Pass,1,77.19
Student_2545,0.89,55.4,Pass,1,45.49
Student_2546,4.88,46.05,Pass,1,78.26
Student_2547,0.78,76.33,Pass,1,48.08
Student_2548,4.08,80.79,Pass,1,75.2
Student_2549,4.07,78.58,Pass,1,80.59
Student_2550,0.66,91.67,Pass,1,64.66
Student_2551,3.49,69.19,Pass,1,68.98
Student_2552,1.11,48.07,Fail,0,32.46
Student_2553,8.08,57.36,Pass,1,98.51
Student_2554,9.48,79.75,Pass,1,100.0
Student_2555,0.72,76.79,Pass,1,49.8
Student_2556,9.55,71.86,Pass,1,100.0
Student_2557,5.23,80.98,Pass,1,96.25
Student_2558,3.0,78.24,Pass,1,72.15
Student_2559,0.77,92.88,Pass,1,61.75
Student_2560,5.01,75.16,Pass,1,89.32
Student_2561,7.95,86.72,Pass,1,100.0
Student_2562,7.07,54.92,Pass,1,84.74
Student_2563,0.5,80.69,Pass,1,51.08
Student_2564,0.73,94.13,Pass,1,59.86
Student_2565,4.03,63.14,Pass,1,66.11
Student_2566,2.95,86.75,Pass,1,84.8
Student_2567,2.32,83.49,Pass,1,79.51
Student_2568,2.81,43.57,Pass,1,46.85
Student_2569,8.03,74.89,Pass,1,100.0
Student_2570,9.29,47.81,Pass,1,100.0
Student_2571,4.05,98.04,Pass,1,96.76
Student_2572,9.06,88.68,Pass,1,100.0
Student_2573,3.21,46.58,Pass,1,44.74
Student_2574,4.76,47.31,Pass,1,68.85
Student_2575,2.26,75.67,Pass,1,56.95
Student_2576,6.4,60.69,Pass,1,96.41
Student_2577,9.79,42.09,Pass,1,100.0
Student_2578,6.03,72.5,Pass,1,87.62
Student_2579,3.58,63.27,Pass,1,65.4
Student_2580,6.48,46.06,Pass,1,78.03
Student_2581,1.23,88.12,Pass,1,65.34
Student_2582,8.89,94.9,Pass,1,100.0
Student_2583,5.03,85.4,Pass,1,85.74
Student_2584,4.49,89.35,Pass,1,98.72
Student_2585,5.86,52.99,Pass,1,86.7
Student_2586,6.25,55.81,Pass,1,79.11
Student_2587,0.72,52.51,Fail,0,37.63
Student_2588,6.83,85.9,Pass,1,100.0
Student_2589,2.42,96.88,Pass,1,83.65
Student_2590,7.14,83.01,Pass,1,100.0
Student_2591,8.23,92.89,Pass,1,100.0
Student_2592,8.04,78.32,Pass,1,100.0
Student_2593,5.53,63.26,Pass,1,82.72
Student_2594,5.2,65.55,Pass,1,77.77
Student_2595,1.43,44.52,Fail,0,39.01
Student_2596,7.75,41.89,Pass,1,88.37
Student_2597,2.71,81.73,Pass,1,68.1
Student_2598,4.97,66.31,Pass,1,81.75
Student_2599,2.84,73.13,Pass,1,60.33
Student_2600,1.34,73.46,Pass,1,51.47
Student_2601,6.3,56.64,Pass,1,88.18
Student_2602,0.54,68.55,Fail,0,36.68
Student_2603,7.49,68.25,Pass,1,100.0
Student_2604,3.18,63.31,Pass,1,53.37
Student_2605,0.0,89.24,Pass,1,44.89
Student_2606,5.11,67.07,Pass,1,78.63
Student_2607,0.47,76.22,Pass,1,50.93
Student_2608,2.76,93.73,Pass,1,84.94
Student_2609,7.07,91.97,Pass,1,100.0
Student_2610,0.63,93.43,Pass,1,59.87
Student_2611,8.39,56.2,Pass,1,100.0
Student_2612,0.04,42.1,Fail,0,21.23
Student_2613,2.47,55.66,Pass,1,53.85
Student_2614,7.41,56.72,Pass,1,87.31
Student_2615,3.16,94.56,Pass,1,82.43
Student_2616,1.02,78.95,Pass,1,54.88
Student_2617,3.6,44.9,Pass,1,51.72
Student_2618,2.7,48.12,Pass,1,51.3
Student_2619,8.43,49.34,Pass,1,97.84
Student_2620,3.13,77.83,Pass,1,77.62
Student_2621,7.89,84.12,Pass,1,100.0
Student_2622,8.92,91.58,Pass,1,100.0
Student_2623,4.34,96.44,Pass,1,88.78
Student_2624,9.1,52.1,Pass,1,100.0
Student_2625,3.77,58.59,Pass,1,69.08
Student_2626,9.64,54.42,Pass,1,100.0
Student_2627,0.89,61.53,Pass,1,40.52
Student_2628,6.87,94.88,Pass,1,100.0
Student_2629,4.94,74.51,Pass,1,76.58
Student_2630,3.88,84.29,Pass,1,72.94
Student_2631,6.33,69.41,Pass,1,85.91
Student_2632,7.04,41.73,Pass,1,81.19
Student_2633,0.04,43.85,Fail,0,30.01
Student_2634,1.67,72.28,Pass,1,41.85
Student_2635,7.13,83.13,Pass,1,100.0
Student_2636,6.66,52.92,Pass,1,85.69
Student_2637,9.66,83.31,Pass,1,100.0
Student_2638,7.61,88.64,Pass,1,100.0
Student_2639,9.51,64.71,Pass,1,100.0
Student_2640,7.03,84.79,Pass,1,100.0
Student_2641,2.98,64.24,Pass,1,67.88
Student_2642,1.05,80.7,Pass,1,49.99
Student_2643,7.82,85.84,Pass,1,100.0
Student_2644,6.44,99.52,Pass,1,100.0
Student_2645,0.48,60.72,Pass,1,48.86
Student_2646,3.6,64.66,Pass,1,70.79
Student_2647,9.57,49.94,Pass,1,100.0
Student_2648,5.0,52.24,Pass,1,69.01
Student_2649,4.33,81.6,Pass,1,79.98
Student_2650,4.58,95.02,Pass,1,92.94
Student_2651,2.09,63.68,Pass,1,61.82
Student_2652,3.69,50.79,Pass,1,58.16
Student_2653,3.7,57.11,Pass,1,64.49
Student_2654,0.52,67.3,Pass,1,45.02
Student_2655,7.68,57.44,Pass,1,96.1
Student_2656,4.17,54.01,Pass,1,62.5
Student_2657,8.22,84.16,Pass,1,100.0
Student_2658,8.5,40.47,Pass,1,91.38
Student_2659,2.12,72.35,Pass,1,60.33
Student_2660,6.57,87.63,Pass,1,100.0
Student_2661,4.72,55.97,Pass,1,80.15
Student_2662,8.8,76.2,Pass,1,100.0
Student_2663,2.16,80.13,Pass,1,63.4
Student_2664,6.78,79.3,Pass,1,97.69
Student_2665,6.08,66.75,Pass,1,89.63
Student_2666,2.95,60.79,Pass,1,57.38
Student_2667,1.37,90.16,Pass,1,66.25
Student_2668,6.52,85.51,Pass,1,100.0
Student_2669,7.39,59.28,Pass,1,82.06
Student_2670,3.16,46.18,Pass,1,55.45
Student_2671,6.45,44.31,Pass,1,75.89
Student_2672,3.95,45.66,Pass,1,61.3
Student_2673,7.13,74.97,Pass,1,97.54
Student_2674,1.99,43.1,Pass,1,47.76
Student_2675,8.9,60.22,Pass,1,100.0
Student_2676,2.87,85.19,Pass,1,76.92
Student_2677,3.68,57.66,Pass,1,68.0
Student_2678,0.58,85.8,Pass,1,52.39
Student_2679,1.12,84.73,Pass,1,56.7
Student_2680,5.16,54.75,Pass,1,77.89
Student_2681,2.68,83.73,Pass,1,67.84
Student_2682,8.35,84.87,Pass,1,100.0
Student_2683,0.15,63.85,Fail,0,37.89
Student_2684,3.79,52.63,Pass,1,64.41
Student_2685,3.37,71.28,Pass,1,80.22
Student_2686,0.19,95.28,Pass,1,55.16
Student_2687,1.24,78.38,Pass,1,57.29
Student_2688,4.14,50.38,Pass,1,68.62
Student_2689,4.93,80.97,Pass,1,92.78
Student_2690,4.04,65.63,Pass,1,70.06
Student_2691,5.31,75.49,Pass,1,85.19
Student_2692,5.95,84.04,Pass,1,96.86
Student_2693,0.1,70.9,Pass,1,50.58
Student_2694,4.64,88.84,Pass,1,89.03
Student_2695,9.63,83.33,Pass,1,100.0
Student_2696,5.19,76.9,Pass,1,85.53
Student_2697,6.78,49.05,Pass,1,87.2
Student_2698,3.12,90.16,Pass,1,79.83
Student_2699,7.74,96.15,Pass,1,100.0
Student_2700,7.73,48.22,Pass,1,85.93
Student_2701,5.21,69.29,Pass,1,73.26
Student_2702,9.76,55.53,Pass,1,100.0
Student_2703,1.26,85.27,Pass,1,65.21
Student_2704,0.17,83.3,Pass,1,57.96
Student_2705,7.7,48.45,Pass,1,94.1
Student_2706,8.07,92.62,Pass,1,100.0
Student_2707,1.2,50.86,Fail,0,39.48
Student_2708,2.66,87.84,Pass,1,77.86
Student_2709,0.18,67.42,Pass,1,43.32
Student_2710,2.93,59.7,Pass,1,68.28
Student_2711,7.73,49.49,Pass,1,91.04
Student_2712,5.18,50.06,Pass,1,78.19
Student_2713,3.48,79.71,Pass,1,80.04
Student_2714,3.72,73.03,Pass,1,77.26
Student_2715,0.01,47.33,Fail,0,18.42
Student_2716,3.0,46.76,Pass,1,56.7
Student_2717,6.46,44.34,Pass,1,77.65
Student_2718,9.74,84.63,Pass,1,100.0
Student_2719,8.47,82.71,Pass,1,100.0
Student_2720,0.24,43.51,Fail,0,28.0
Student_2721,8.99,73.62,Pass,1,100.0
Student_2722,7.83,45.08,Pass,1,83.17
Student_2723,7.8,94.22,Pass,1,100.0
Student_2724,4.58,94.43,Pass,1,95.73
Student_2725,3.98,81.89,Pass,1,85.33
Student_2726,3.03,95.57,Pass,1,82.53
Student_2727,0.66,88.69,Pass,1,64.25
Student_2728,2.28,89.71,Pass,1,71.63
Student_2729,2.47,74.18,Pass,1,64.0
Student_2730,4.84,58.36,Pass,1,69.15
Student_2731,7.47,53.07,Pass,1,83.8
Student_2732,4.74,59.63,Pass,1,82.97
Student_2733,0.58,77.71,Pass,1,56.92
Student_2734,9.58,50.36,Pass,1,99.89
Student_2735,9.43,55.52,Pass,1,100.0
Student_2736,7.85,68.08,Pass,1,100.0
Student_2737,9.91,53.98,Pass,1,100.0
Student_2738,5.44,75.32,Pass,1,86.67
Student_2739,9.63,95.39,Pass,1,100.0
Student_2740,0.76,84.89,Pass,1,61.1
Student_2741,3.66,79.99,Pass,1,79.29
Student_2742,2.25,74.96,Pass,1,62.37
Student_2743,1.96,69.28,Pass,1,56.46
Student_2744,1.41,51.19,Pass,1,46.68
Student_2745,6.22,93.68,Pass,1,100.0
Student_2746,7.81,54.91,Pass,1,95.79
Student_2747,5.78,45.48,Pass,1,73.35
Student_2748,1.47,85.0,Pass,1,64.49
Student_2749,8.11,50.54,Pass,1,92.86
Student_2750,6.36,62.31,Pass,1,92.37
Student_2751,3.88,41.7,Pass,1,50.68
Student_2752,6.74,48.22,Pass,1,80.79
Student_2753,2.6,50.39,Pass,1,54.09
Student_2754,3.45,43.26,Pass,1,47.89
Student_2755,9.17,79.4,Pass,1,100.0
Student_2756,2.91,90.22,Pass,1,77.73
Student_2757,4.7,62.4,Pass,1,66.56
Student_2758,8.9,92.47,Pass,1,100.0
Student_2759,7.08,52.8,Pass,1,92.1
Student_2760,0.62,59.52,Fail,0,39.65
Student_2761,1.47,49.04,Pass,1,47.61
Student_2762,0.08,77.23,Pass,1,40.95
Student_2763,6.31,65.19,Pass,1,89.12
Student_2764,4.48,76.8,Pass,1,83.92
Student_2765,1.34,85.7,Pass,1,56.29
Student_2766,9.58,72.74,Pass,1,100.0
Student_2767,5.3,77.66,Pass,1,91.55
Student_2768,2.42,96.12,Pass,1,68.99
Student_2769,5.01,57.94,Pass,1,74.66
Student_2770,6.8,61.55,Pass,1,93.26
Student_2771,0.76,83.06,Pass,1,52.97
Student_2772,2.75,76.68,Pass,1,60.61
Student_2773,8.07,50.71,Pass,1,96.38
Student_2774,4.6,62.57,Pass,1,85.4
Student_2775,5.47,68.07,Pass,1,82.67
Student_2776,4.33,65.16,Pass,1,81.58
Student_2777,0.44,50.7,Fail,0,30.18
Student_2778,1.66,95.47,Pass,1,71.64
Student_2779,4.46,85.74,Pass,1,90.98
Student_2780,2.09,68.88,Pass,1,58.01
Student_2781,0.5,80.8,Pass,1,50.99
Student_2782,8.44,93.84,Pass,1,100.0
Student_2783,9.81,48.17,Pass,1,100.0
Student_2784,7.93,55.02,Pass,1,97.95
Student_2785,8.54,72.56,Pass,1,100.0
Student_2786,2.42,87.94,Pass,1,71.18
Student_2787,9.61,42.18,Pass,1,100.0
Student_2788,1.97,99.04,Pass,1,75.86
Student_2789,9.51,67.29,Pass,1,100.0
Student_2790,9.95,61.55,Pass,1,100.0
Student_2791,7.12,57.56,Pass,1,82.37
Student_2792,9.81,50.46,Pass,1,100.0
Student_2793,5.7,87.49,Pass,1,100.0
Student_2794,2.6,97.32,Pass,1,77.21
Student_2795,4.37,64.82,Pass,1,73.78
Student_2796,5.94,97.15,Pass,1,99.96
Student_2797,0.73,89.43,Pass,1,60.16
Student_2798,6.22,68.86,Pass,1,93.48
Student_2799,9.81,80.44,Pass,1,100.0
Student_2800,1.9,66.1,Pass,1,63.31
Student_2801,7.93,73.52,Pass,1,100.0
Student_2802,9.08,43.48,Pass,1,100.0
Student_2803,9.44,81.78,Pass,1,100.0
Student_2804,9.6,43.17,Pass,1,100.0
Student_2805,5.21,89.03,Pass,1,94.16
Student_2806,9.77,89.5,Pass,1,100.0
Student_2807,7.57,54.22,Pass,1,99.88
Student_2808,1.62,59.42,Pass,1,47.76
Student_2809,4.77,68.88,Pass,1,82.17
Student_2810,7.18,75.8,Pass,1,100.0
Student_2811,2.47,57.24,Pass,1,50.96
Student_2812,6.41,75.55,Pass,1,95.62
Student_2813,6.67,57.87,Pass,1,94.75
Student_2814,1.63,43.33,Fail,0,33.45
Student_2815,5.65,40.15,Pass,1,79.93
Student_2816,7.72,46.07,Pass,1,85.68
Student_2817,4.99,87.54,Pass,1,86.55
Student_2818,0.12,97.69,Pass,1,60.24
Student_2819,0.09,65.62,Pass,1,51.13
Student_2820,3.57,70.76,Pass,1,61.46
Student_2821,9.26,48.81,Pass,1,100.0
Student_2822,2.29,73.06,Pass,1,64.54
Student_2823,6.34,48.68,Pass,1,80.1
Student_2824,2.22,76.67,Pass,1,65.67
Student_2825,3.22,96.0,Pass,1,79.77
Student_2826,8.48,51.74,Pass,1,95.89
Student_2827,7.29,85.87,Pass,1,100.0
Student_2828,0.95,41.41,Fail,0,26.8
Student_2829,4.29,62.53,Pass,1,71.61
Student_2830,0.29,46.64,Fail,0,28.36
Student_2831,4.81,61.15,Pass,1,72.82
Student_2832,6.62,50.41,Pass,1,84.81
Student_2833,1.19,62.4,Fail,0,37.86
Student_2834,2.89,65.05,Pass,1,61.0
Student_2835,3.98,58.04,Pass,1,78.25
Student_2836,9.2,79.4,Pass,1,100.0
Student_2837,9.93,95.13,Pass,1,100.0
Student_2838,0.45,64.04,Pass,1,42.3
Student_2839,7.61,51.54,Pass,1,88.79
Student_2840,3.72,56.24,Pass,1,56.9
Student_2841,3.92,91.24,Pass,1,86.8
Student_2842,7.54,74.3,Pass,1,100.0
Student_2843,9.18,67.3,Pass,1,100.0
Student_2844,9.51,48.98,Pass,1,100.0
Student_2845,5.77,66.98,Pass,1,91.4
Student_2846,3.57,56.71,Pass,1,64.29
Student_2847,7.88,96.59,Pass,1,100.0
Student_2848,2.51,93.04,Pass,1,76.4
Student_2849,5.64,45.03,Pass,1,79.7
Student_2850,3.59,71.0,Pass,1,71.14
Student_2851,6.57,53.5,Pass,1,70.95
Student_2852,2.4,64.65,Pass,1,59.93
Student_2853,1.92,92.61,Pass,1,69.93
Student_2854,9.18,71.65,Pass,1,100.0
Student_2855,1.02,60.05,Fail,0,35.79
Student_2856,5.06,52.47,Pass,1,76.84
Student_2857,2.21,88.02,Pass,1,66.83
Student_2858,0.39,77.47,Pass,1,45.06
Student_2859,0.36,68.08,Pass,1,43.55
Student_2860,1.75,53.05,Pass,1,42.61
Student_2861,8.67,60.05,Pass,1,100.0
Student_2862,2.82,97.59,Pass,1,80.1
Student_2863,9.5,71.21,Pass,1,100.0
Student_2864,5.82,64.04,Pass,1,82.43
Student_2865,4.37,71.29,Pass,1,79.95
Student_2866,5.8,86.74,Pass,1,98.65
Student_2867,5.17,60.41,Pass,1,77.2
Student_2868,7.59,50.72,Pass,1,100.0
Student_2869,2.82,75.1,Pass,1,71.28
Student_2870,3.53,79.91,Pass,1,80.45
Student_2871,8.94,82.76,Pass,1,100.0
Student_2872,9.46,92.92,Pass,1,100.0
Student_2873,8.93,62.27,Pass,1,100.0
Student_2874,4.19,44.52,Pass,1,64.12
Student_2875,7.8,97.5,Pass,1,100.0
Student_2876,4.76,66.1,Pass,1,78.85
Student_2877,4.98,77.4,Pass,1,87.08
Student_2878,2.05,79.98,Pass,1,64.3
Student_2879,5.91,72.79,Pass,1,100.0
Student_2880,1.86,52.32,Pass,1,42.94
Student_2881,3.32,85.31,Pass,1,74.37
Student_2882,8.55,88.23,Pass,1,100.0
Student_2883,2.07,73.18,Pass,1,57.49
Student_2884,0.71,69.31,Pass,1,45.81
Student_2885,0.69,46.84,Fail,0,28.19
Student_2886,9.41,45.04,Pass,1,100.0
Student_2887,5.07,60.37,Pass,1,79.3
Student_2888,4.09,58.65,Pass,1,66.33
Student_2889,8.11,97.22,Pass,1,100.0
Student_2890,8.36,87.02,Pass,1,100.0
Student_2891,3.32,79.6,Pass,1,70.79
Student_2892,6.94,71.06,Pass,1,97.31
Student_2893,7.71,50.04,Pass,1,85.84
Student_2894,6.55,98.71,Pass,1,100.0
Student_2895,1.52,62.5,Pass,1,48.12
Student_2896,8.76,46.42,Pass,1,100.0
Student_2897,5.39,69.63,Pass,1,91.31
Student_2898,2.82,92.44,Pass,1,75.29
Student_2899,4.25,93.24,Pass,1,93.61
Student_2900,0.38,40.66,Fail,0,30.62
Student_2901,1.28,93.18,Pass,1,72.24
Student_2902,7.66,56.29,Pass,1,93.3
Student_2903,0.0,42.34,Fail,0,16.41
Student_2904,4.17,90.87,Pass,1,88.23
Student_2905,5.23,91.83,Pass,1,91.87
Student_2906,0.55,75.77,Pass,1,46.24
Student_2907,9.73,74.47,Pass,1,100.0
Student_2908,2.26,88.79,Pass,1,69.66
Student_2909,3.04,87.18,Pass,1,77.34
Student_2910,3.04,93.41,Pass,1,83.88
Student_2911,2.3,73.16,Pass,1,60.46
Student_2912,0.01,98.06,Pass,1,60.89
Student_2913,7.29,99.77,Pass,1,100.0
Student_2914,9.67,46.99,Pass,1,100.0
Student_2915,2.24,90.97,Pass,1,71.56
Student_2916,6.63,69.99,Pass,1,94.64
Student_2917,7.42,63.25,Pass,1,95.44
Student_2918,8.48,76.78,Pass,1,100.0
Student_2919,4.23,43.36,Pass,1,55.94
Student_2920,3.03,70.39,Pass,1,62.06
Student_2921,3.25,92.25,Pass,1,85.23
Student_2922,7.13,52.81,Pass,1,83.31
Student_2923,8.17,65.58,Pass,1,100.0
Student_2924,1.82,96.37,Pass,1,77.46
Student_2925,3.71,65.71,Pass,1,67.34
Student_2926,9.02,61.5,Pass,1,100.0
Student_2927,8.07,66.43,Pass,1,100.0
Student_2928,9.85,71.17,Pass,1,100.0
Student_2929,7.54,77.92,Pass,1,99.1
Student_2930,3.93,88.04,Pass,1,90.83
Student_2931,5.91,67.13,Pass,1,81.87
Student_2932,6.61,89.05,Pass,1,100.0
Student_2933,0.78,72.02,Pass,1,44.45
Student_2934,5.44,60.31,Pass,1,86.29
Student_2935,7.09,79.48,Pass,1,100.0
Student_2936,1.67,83.06,Pass,1,54.76
Student_2937,7.81,73.48,Pass,1,100.0
Student_2938,5.84,43.4,Pass,1,76.63
Student_2939,9.52,50.19,Pass,1,100.0
Student_2940,0.42,57.12,Pass,1,41.52
Student_2941,2.65,56.96,Pass,1,52.51
Student_2942,6.02,80.41,Pass,1,100.0
Student_2943,2.97,41.1,Pass,1,49.01
Student_2944,7.14,85.34,Pass,1,100.0
Student_2945,7.59,55.92,Pass,1,93.01
Student_2946,1.03,58.6,Fail,0,37.38
Student_2947,5.14,71.67,Pass,1,92.08
Student_2948,5.09,52.96,Pass,1,69.19
Student_2949,3.69,93.07,Pass,1,87.82
Student_2950,9.33,45.12,Pass,1,99.36
Student_2951,8.28,66.66,Pass,1,100.0
Student_2952,6.97,90.97,Pass,1,100.0
Student_2953,7.14,76.95,Pass,1,100.0
Student_2954,4.62,57.54,Pass,1,77.98
Student_2955,9.21,65.25,Pass,1,100.0
Student_2956,6.95,82.4,Pass,1,97.31
Student_2957,7.29,98.4,Pass,1,100.0
Student_2958,8.62,93.59,Pass,1,100.0
Student_2959,2.74,60.55,Pass,1,64.35
Student_2960,8.07,99.89,Pass,1,100.0
Student_2961,1.95,40.21,Fail,0,34.21
Student_2962,3.45,41.66,Pass,1,53.84
Student_2963,3.36,89.43,Pass,1,75.35
Student_2964,9.79,51.97,Pass,1,100.0
Student_2965,8.57,43.65,Pass,1,96.52
Student_2966,7.01,54.23,Pass,1,76.47
Student_2967,7.27,65.57,Pass,1,100.0
Student_2968,5.62,83.83,Pass,1,95.48
Student_2969,9.47,77.46,Pass,1,100.0
Student_2970,4.96,54.26,Pass,1,67.15
Student_2971,3.81,70.2,Pass,1,77.56
Student_2972,1.63,95.57,Pass,1,73.39
Student_2973,7.86,88.9,Pass,1,100.0
Student_2974,7.34,59.39,Pass,1,90.94
Student_2975,3.84,98.94,Pass,1,91.57
Student_2976,0.25,82.52,Pass,1,53.64
Student_2977,8.39,43.75,Pass,1,96.85
Student_2978,0.11,42.11,Fail,0,31.78
Student_2979,7.04,50.1,Pass,1,82.79
Student_2980,9.7,83.67,Pass,1,100.0
Student_2981,4.38,51.02,Pass,1,62.6
Student_2982,2.35,70.69,Pass,1,60.95
Student_2983,7.05,45.6,Pass,1,87.25
Student_2984,8.17,95.25,Pass,1,100.0
Student_2985,5.46,60.64,Pass,1,85.61
